"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"INOD","Innodata Inc.","2.67","$67.65M","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","52.5","$1.1B","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","44.72","$1.08B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","3.5","$59.11M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INGN","Inogen, Inc","37.8","$728.88M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","5.77","$94.21M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","26.71","$3.94B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","8.21","$589.56M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"NSIT","Insight Enterprises, Inc.","29.27","$1.13B","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","2.92","$35.63M","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","23.14","$1.42B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","20.68","$381.26M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","28.63","$1.62B","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","57.12","$2.04B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"IART","Integra LifeSciences Holdings Corporation","68.43","$2.25B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","22.26","$3.3B","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IESC","Integrated Electrical Services, Inc.","7.6","$163.25M","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"ISSI","Integrated Silicon Solution, Inc.","20.17","$640.64M","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/issi",
"INTC","Intel Corporation","33.37","$158.31B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"IQNT","Inteliquent, Inc.","18.55","$622.27M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"IPCI","Intellipharmaceutics International Inc.","2.71","$63.92M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","33.71","$1.04B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","35.5","$14.36B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","44.83","$965.92M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"ICPT","Intercept Pharmaceuticals, Inc.","269.74","$6.49B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"ICLD","InterCloud Systems, Inc","3.45","$80.06M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icld",
"ICLDW","InterCloud Systems, Inc","1.95","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icldw",
"IDCC","InterDigital, Inc.","57.63","$2.08B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","22.48","$1.49B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"IMI","Intermolecular, Inc.","1.79","$86.59M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","9.84","$540.9M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","26.9","$1.79B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","37.7","$1.76B","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","4.41","$84.69M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","8.551","$798.68M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"PTNT","Internet Patents Corporation","2.45","$24.68M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt",
"INPH","Interphase Corporation","0.8151","$6.84M","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"XENT","Intersect ENT, Inc.","24.53","$580.45M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","3.49","$69.87M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","13.04","$1.72B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IILG","Interval Leisure Group, Inc.","26.29","$1.51B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"IVAC","Intevac, Inc.","5.27","$120.33M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","36.17","$686.55M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"INTLL","INTL FCStone Inc.","25.91","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll",
"ITCI","Intra-Cellular Therapies Inc.","24.35","$851.47M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","7.41","$43.39M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","103.38","$28.61B","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","492.37","$18.15B","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"INVT","Inventergy Global, Inc.","0.31","$11.13M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt",
"SNAK","Inventure Foods, Inc.","9.08","$177.51M","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ISTR","Investar Holding Corporation","14.95","$109.04M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","12.2","$4.25B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","72.25","$145.07M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","12.42","$329.9M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv",
"IPAS","iPass Inc.","1.14","$74.74M","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"DTYS","iPath US Treasury 10-year Bear ETN","21.235","$66.7M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","iPath US Treasury 10-year Bull ETN","77.7301","$5.6M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","32.2992","$12.08M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","63.72","$4.56M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear Exchange Traded Note","32.42","$1.64M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","65.63","$1.97M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","58.83","$4.88M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","24.187","$20.06M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"DLBL","iPath US Treasury Long Bond Bull ETN","72.1201","$4.06M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"STPP","iPath US Treasury Steepener ETN","36.85","$15M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPCM","IPC Healthcare, Inc.","49.98","$869.03M","2008","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ipcm",
"IPGP","IPG Photonics Corporation","96.37","$5.07B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"IRMD","iRadimed Corporation","18.4","$201.91M","2014","n/a","n/a","http://www.nasdaq.com/symbol/irmd",
"IRIX","IRIDEX Corporation","9.66","$96.88M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","10.29","$972.88M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","368.75","$184.38M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","32.37","$962.17M","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","14.035","$1.99B","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","31.03","$977.55M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp",
"COMT","iShares Commodities Select Strategy ETF","40.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"GNMA","iShares Core GNMA Bond ETF","50.22","$40.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"FCHI","iShares FTSE China (HK Listed) Index Fund","63.03","$37.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fchi",
"IFAS","iShares FTSE EPRA/NAREIT Asia Index Fund","32.62","$19.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifas",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","40.2","$86.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","32.26","$1.01B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IFNA","iShares FTSE EPRA/NAREIT North America Index Fund","57.1","$22.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifna",
"ACWX","iShares MSCI ACWI ex US Index Fund","47.41","$2.04B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","62.74","$6.7B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","67.77","$4.54B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"AXJS","iShares MSCI All Country Asia ex Japan Small Cap Index Fund","64.25","$6.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axjs",
"AAIT","iShares MSCI All Country Asia Information Technology Index Fun","36.512","$7.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aait",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","64.7116","$177.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EMDI","iShares MSCI Emerging Markets Consumer Discrectionary Sector I","56.82","$5.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emdi",
"EEME","iShares MSCI Emerging Markets EMEA Index Fund","47.2299","$9.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeme",
"EMEY","iShares MSCI Emerging Markets Energy Sector Capped Index Fund","31.7299","$1.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emey",
"EGRW","iShares MSCI Emerging Markets Growth Index Fund","61.45","$6.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egrw",
"EEML","iShares MSCI Emerging Markets Latin America Index Fund","36.2595","$10.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeml",
"EVAL","iShares MSCI Emerging Markets Value Index Fund","47.49","$23.75M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eval",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","24.63","$427.33M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","48.94","$41.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"QAT","iShares MSCI Qatar Capped ETF","23.2731","$31.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"UAE","iShares MSCI UAE Capped ETF","20.68","$45.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","363.59","$8.87B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","96.85","$469.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","36.39","$81.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","12.3741","$92.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","55.725","$304.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","30.57","$992M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","79.921","$155.85M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","91.36","$470.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"ISIS","Isis Pharmaceuticals, Inc.","67.56","$8.09B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/isis",
"ISLE","Isle of Capri Casinos, Inc.","14.27","$571.2M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/isle",
"ISRL","Isramco, Inc.","130","$353.3M","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ITRI","Itron, Inc.","36.59","$1.41B","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","23.9935","$563.26M","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"XXIA","Ixia","12.71","$1.01B","2000","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/xxia",
"IXYS","IXYS Corporation","11.92","$377.26M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys",
"JJSF","J & J Snack Foods Corp.","109.97","$2.06B","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","49.3","$99.38M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","86.77","$10.11B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","67.3","$3.24B","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom",
"JASO","JA Solar Holdings, Co., Ltd.","8.905","$449.35M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso",
"JKHY","Jack Henry & Associates, Inc.","65.37","$5.35B","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","89.45","$3.34B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack",
"JXSB","Jacksonville Bancorp Inc.","23.23","$41.95M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAXB","Jacksonville Bancorp, Inc.","11.45","$66.37M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jaxb",
"JAGX","Jaguar Animal Health, Inc.","6.89","$55.95M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","7.73","$180.92M","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JMBA","Jamba, Inc.","15.32","$245.09M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JRVR","James River Group Holdings, Ltd.","23.88","$681.54M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr",
"ERW","Janus Equal Risk Weighted Large Cap ETF","53.69","$29.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/erw",
"JASN","Jason Industries, Inc.","7","$153.93M","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.56","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","180.84","$11.04B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","33.72","$46.11B","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd",
"JDSU","JDS Uniphase Corporation","12.63","$2.96B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/jdsu",
"JBLU","JetBlue Airways Corporation","20.24","$6.34B","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"JTPY","JetPay Corporation","2.86","$39.65M","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"JCTCF","Jewett-Cameron Trading Company","12.5","$32.32M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"DATE","Jiayuan.com International Ltd.","6.22","$207.05M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/date",
"JST","Jinpan International Limited","4.75","$77.99M","1998","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/jst",
"JIVE","Jive Software, Inc.","5.77","$431.7M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/jive",
"JOEZ","Joe&#39;s Jeans Inc.","0.1398","$9.76M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/joez",
"JBSS","John B. Sanfilippo & Son, Inc.","50.27","$559.86M","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","26.73","$235.02M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"JNP","Juniper Pharmaceuticals, Inc.","7.12","$76.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp",
"JUNO","Juno Therapeutics, Inc.","45.88","$4.15B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno",
"KTWO","K2M Group Holdings, Inc.","25.02","$992.17M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo",
"KALU","Kaiser Aluminum Corporation","82.21","$1.41B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu",
"KBIO","KaloBios Pharmaceuticals, Inc.","0.548","$18.08M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kbio",
"KMDA","Kamada Ltd.","4.21","$151.84M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","8.9","$416.83M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KCLI","Kansas City Life Insurance Company","44.39","$478.49M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/kcli",
"KPTI","Karyopharm Therapeutics Inc.","26.09","$931.28M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti",
"KBSF","KBS Fashion Group Limited","4.95","$125.82M","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"KCAP","KCAP Financial, Inc.","6.15","$226.79M","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap",
"KRNY","Kearny Financial","10.8","$727.65M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","16.76","$632.37M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","17.964","$677.79M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb",
"KMPH","KemPharm, Inc.","11.52","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmph",
"KFFB","Kentucky First Federal Bancorp","8.59","$72.5M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","10.67","$1.11B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"GMCR","Keurig Green Mountain, Inc.","89.53","$13.78B","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr",
"KEQU","Kewaunee Scientific Corporation","17.05","$44.82M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KTEC","Key Technology, Inc.","12.57","$78.94M","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","11.7","$123.45M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","22.86","$676.47M","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","15.31","$446.62M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","11.81","$455.36M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","7","$138.13M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin",
"KNMD","KineMed, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/knmd",
"KGJI","Kingold Jewelry Inc.","0.9343","$61.63M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","7.5","$55.06M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","3.73","$5.24M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KIRK","Kirkland&#39;s, Inc.","25.14","$435.28M","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KITE","Kite Pharma, Inc.","51.99","$2.24B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite",
"KLAC","KLA-Tencor Corporation","59.08","$9.45B","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLOX","Klox Technologies Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/klox",
"KLXI","KLX Inc.","44.7","$2.36B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi",
"KFX","Kofax Limited","10.99","$1.01B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/kfx",
"KONA","Kona Grill, Inc.","22.05","$248.43M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KZ","KongZhong Corporation","6.45","$303.48M","n/a","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/kz",
"KOPN","Kopin Corporation","3.54","$235.4M","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","16.48","$490.56M","2015","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","2.88","$21.26M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KRFT","Kraft Foods Group, Inc.","85.45","$50.58B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/krft",
"KWEB","KraneShares CSI China Internet ETF","41.28","$123.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","5.78","$336.87M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos",
"KUTV","Ku6 Media Co., Ltd.","0.96","$45.73M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv",
"KLIC","Kulicke and Soffa Industries, Inc.","13.05","$1B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","12.6","$202.5M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"KYTH","Kythera Biopharmaceuticals, Inc.","51.12","$1.32B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kyth",
"FSTR","L.B. Foster Company","40","$415.61M","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","19.96","$304.41M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","13.5","$80.9M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","11.83","$448.36M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","40.07","$665.59M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","10.1","$71.42M","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LACO","Lakes Entertainment, Inc.","8.7","$116.51M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/laco",
"LRCX","Lam Research Corporation","80.36","$12.72B","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","61.32","$6.8B","1996","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","90.72","$2.48B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
"LNDC","Landec Corporation","14.27","$384.54M","1996","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","24.3","$81.1M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","16.75","$131.3M","2014","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrk",
